gene,tb_mean,healthy_mean,log2_fold_change,p_value,adjusted_p_value,significant
ENSG00000270083,1.0934994183176672,1.1376257922029422,-0.04412637388527507,0.0025649624566435932,0.013519484175806956,True
ENSG00000128165,1.6129692732873235,1.589433958250064,0.023535315037259474,0.002564579258893298,0.013519484175806956,True
ENSG00000065457,2.0848718480275705,2.061164124952757,0.023707723074813725,0.002564970050835132,0.013519484175806956,True
ENSG00000280094,0.14115900440428034,0.11098597481517658,0.030173029589103756,0.002565933451453288,0.013522918358698215,True
ENSG00000154153,1.9205701329607487,1.9542521766809051,-0.033682043720156374,0.0025691708236425114,0.013538334478747142,True
ENSG00000069974,3.4709052526967845,3.400329435166319,0.07057581753046538,0.0025694889819267673,0.013538365823000048,True
ENSG00000095319,2.7105612607910703,2.7671201145346096,-0.056558853743539306,0.00257440300730425,0.013562609355574557,True
ENSG00000226091,2.128372976682699,2.0211312527319945,0.10724172395070442,0.0025763655975293226,0.013571299976392616,True
ENSG00000141424,2.2262917108166964,2.2488659766432084,-0.022574265826512008,0.0025794067491280866,0.013583488903412747,True
ENSG00000132432,2.100878977350118,2.0802444658944497,0.020634511455668303,0.00257903319026163,0.013583488903412747,True
ENSG00000143079,1.5589701703893935,1.5375976511347567,0.02137251925463679,0.002579619286479348,0.013583488903412747,True
ENSG00000075303,2.2333799231037577,2.2842232999855905,-0.050843376881832825,0.0025806369754841785,0.013587197810578003,True
ENSG00000122550,2.0182221621206105,2.0373015929743103,-0.019079430853699897,0.002581339912262095,0.013589248830329153,True
ENSG00000166340,4.512447994937707,4.414369015534553,0.09807897940315424,0.0025823793228426936,0.01359307047541002,True
ENSG00000105227,1.7675996388050619,1.7503461130604467,0.01725352574461514,0.0025834265032606534,0.013596932086526485,True
ENSG00000260136,1.2613768889857375,1.222366359947914,0.03901052903782354,0.0025916663427580913,0.013638644128764456,True
ENSG00000165626,1.6363155599590147,1.553063744807182,0.08325181515183266,0.0025928243045743853,0.013643082188964819,True
ENSG00000013523,2.2712287140501832,2.3000560551784996,-0.02882734112831642,0.002596030663741828,0.01365829624749295,True
ENSG00000196476,1.6341463566284762,1.6088147005550286,0.02533165607344756,0.0025986201090941233,0.013670261287231405,True
ENSG00000110031,3.561019418958322,3.630385985311242,-0.06936656635291971,0.0026003472127412155,0.013677687552898754,True
ENSG00000273437,1.2964437502320665,1.3233061867213343,-0.026862436489267782,0.002602565054324578,0.013687692959451386,True
ENSG00000108963,2.3742839754139484,2.4183514823065924,-0.04406750689264394,0.002602928285126387,0.01368794315158083,True
ENSG00000185567,0.18524477750977014,0.133180115880125,0.052064661629645154,0.0026044155002213657,0.01369410322979254,True
ENSG00000285492,1.41053839224847,1.3338035332940683,0.07673485895440169,0.002605840929438218,0.013699936981477867,True
ENSG00000165525,2.2680944918623682,2.3178008988190024,-0.0497064069566342,0.0026070640909594375,0.013704706046341872,True
ENSG00000138101,1.951415274278729,1.9244734766179736,0.02694179766075533,0.0026082399280742486,0.013709225212252563,True
ENSG00000279021,1.1410329012218556,1.0979303167464074,0.043102584475448236,0.002609688951385295,0.013715179008474191,True
ENSG00000260193,1.3759751561650255,1.3964490584902367,-0.02047390232521118,0.0026116129577009816,0.013723192796725426,True
ENSG00000081041,0.8506093282779325,0.7525653187475962,0.0980440095303362,0.002611846739187209,0.013723192796725426,True
ENSG00000154760,2.420085005904136,2.483937200928777,-0.06385219502464068,0.0026143956752899492,0.013734921210031267,True
ENSG00000240143,1.5241625337384188,1.5039012153989966,0.02026131833942224,0.002615912022840639,0.013741222658563127,True
ENSG00000198799,2.1897412425074068,2.2233087572253476,-0.03356751471794084,0.002616470495352574,0.013742491532215803,True
ENSG00000284634,1.998156093756937,2.029093284262772,-0.0309371905058351,0.0026170585607611153,0.013743915510510385,True
ENSG00000255363,1.1572127058253079,1.0942995424519653,0.06291316337334263,0.002621230675284409,0.013764159090864354,True
ENSG00000238386,0.15162124353466747,0.11657446615667286,0.03504677737799461,0.002622698136485874,0.013770197274783503,True
ENSG00000117682,2.3067630053722414,2.280290113096525,0.026472892275716475,0.002627491981389359,0.01379369670568847,True
ENSG00000135624,3.520502585355276,3.578331300862155,-0.05782871550687929,0.002628388888898206,0.013796734946046836,True
ENSG00000284163,0.11316977738615044,0.09912364601821602,0.014046131367934422,0.002635808809876879,0.013832334191297483,True
ENSG00000168000,2.463991374422308,2.417922433078617,0.046068941343690994,0.0026355494712896163,0.013832334191297483,True
ENSG00000025800,3.07187232932435,3.1015380540440307,-0.029665724719680764,0.002636739592353804,0.013835544402618345,True
ENSG00000124557,1.0765632257221995,1.1398802012939921,-0.06331697557179261,0.002637919644399551,0.013840061650344553,True
ENSG00000266498,0.418517553912447,0.3224782603803576,0.0960392935320894,0.0026396547650577823,0.013847489665763442,True
ENSG00000273148,1.4060927703991333,1.4336959850423825,-0.02760321464324922,0.00264095643494078,0.013852642299302895,True
ENSG00000105856,3.625522255272672,3.559322232732485,0.06620002254018686,0.002641458442153723,0.013853599713003375,True
ENSG00000120210,1.1899725220747797,1.1259500199078174,0.06402250216696226,0.0026454012758021597,0.0138726007404292,True
ENSG00000285999,1.2982279091831501,1.255520881767779,0.042707027415371135,0.002654265214465813,0.01391740054351645,True
ENSG00000229967,0.11278690377633104,0.09912364601821602,0.013663257758115013,0.0026548766109682517,0.013918923283933779,True
ENSG00000071626,3.596228909064544,3.6585365277280633,-0.06230761866351919,0.002656618847420253,0.013926373679966686,True
ENSG00000250546,0.6983879834037824,0.5929151024266393,0.10547288097714314,0.0026588578255617194,0.01393642595066274,True
ENSG00000175518,1.4564826600113427,1.417732326821255,0.038750333190087805,0.0026593546816676195,0.013937345547637536,True
ENSG00000164181,1.6609683897279637,1.6142947637153462,0.046673626012617486,0.0026600641340983975,0.013938722046111884,True
ENSG00000038002,2.0766323767765447,2.0562302747624592,0.020402102014085433,0.0026602602138602483,0.013938722046111884,True
ENSG00000166341,1.856049703718734,1.8971147109325983,-0.0410650072138643,0.0026659994519391064,0.013967105742954629,True
ENSG00000176102,2.0558594975026847,2.0734337187970917,-0.017574221294407,0.002667270767467859,0.013972078073170907,True
ENSG00000086288,1.7598146641407812,1.7189764756792623,0.04083818846151899,0.002667752172489881,0.013972911880139958,True
ENSG00000163918,1.7690670584950487,1.7845663954595228,-0.01549933696447403,0.002674102669194008,0.014004482372495141,True
ENSG00000234185,0.7390979250579097,0.8188952624408591,-0.07979733738294936,0.0026747581157630534,0.01400622342396248,True
ENSG00000089472,0.774830276216117,0.8963067422042889,-0.12147646598817186,0.0026753748524188303,0.014007761377135684,True
